"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"23945","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23948","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23949","[대학생활, 비전, 설계, 신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 운영, 대학생활, 비전, 설계, 신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 운영]"
"23950","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23951","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 신입, 대학생활, 적응, 학업계획, 비전수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고, 시청각, 교육, 강의식, 발표]"
"23954","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24045","[대학생활, 비전, 학생, 토론, 대학생활, 비전, 설계]"
"24046","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24050","[신입생, 대상, 개개인, 분야, 비전, 설계, 소규모, 그룹, 활동, 자기, 성찰, 진로, 방향, 소규모, 그룹, 활동, 파트, 전문, 개인, 정체, 진로, 방향]"
"24051","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24052","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24071","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24072","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24073","[]"
"24074","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24075","[건축학부, 이해, 건축, 배경, 지식, 이해, 도모, 한양대, 에리카, 건축학부, 건축학, 건축공학, 차이, 분야, 미래, 진로, 심화, 분야, 향후, 전망, 진행, 최근, 관심, 도시계획, 도시설계, 분야, 이해, 건축, 도시, 공통점, 차이점, 진행]"
"24076","[]"
"24077","[대학생활, 비전, 설계, 신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 차별, 주제, 활동, 운영, 신입, 대상, 지도교수, 대학, 지원, 센터, 상담센터, 취업, 센터, 지원, 차별, 주제, 활동, 대학생활, 확립, 달성, 방안, 수립, 졸업, 취업, 인생, 설계, 도움, 신입, 대학생활, 적응, 자기이해, 정체, 확립, 학업계획, 비전수립, 영역, 이해, 지도교수, 유대, 강화, 대학생활, 비전, 설계]"
"24078","[신입, 대상, 차별, 주제, 활동, 신입, 대상, 지도교수, 대학, 지원, 센터, 상담센터, 취업, 센터, 지원, 차별, 주제, 활동, 대학생활, 확립, 달성, 방안, 수립, 졸업, 취업, 인생, 설계, 도움, 신입, 대학생활, 적응, 자기이해, 정체, 확립, 학업계획, 비전수립, 영역, 이해, 지도교수, 유대, 강화, 대학생활, 비전, 설계]"
"24079","[비전, 설계, 대학, 신입, 대학생활, 적응, 이해, 바탕, 신입, 진로비전, 설계, 접근, 자기, 주도, 경험, 지원, 비전, 설계, 대학생활, 적응, 이해, 기초, 학생, 중심, 교수, 방법, 바탕, 밀접, 현장, 해결, 과정, 학생, 능동, 역할, 요성, 협동, 필요, 역량, 함양, 사회, 스킬, 교수, 소그룹, 내외, 소통, 기반, 신입생, 이해, 분야, 현장, 직간접, 체험, 현장, 요구, 역량, 파악, 진로, 비전, 설계]"
"24104","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24105","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24106","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24107","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24108","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계]"
"24109","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24128","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 분야, 커리어, 작성]"
"24129","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"24130","[교통물류공학, 학생, 이해, 전반, 학교, 학과, 생활, 미래설계, 토의, 교통물류공학, 학생, 이해, 향후, 취업, 진로, 미래설계, 토의]"
